user_id,gender,emotion_keywords,description,timestamp
e4193444-b07b-4b8e-a72f-e10c0f4267e1,female,,호에서 특별한 감정 키워드 추출 불가,2025-06-25 2:10:28
bb56abf6-58bc-42af-9ec3-a863ad788d94,female,친절,ㅎㅇ에서 친절함이 보임,2025-06-25 1:43:41
bb56abf6-58bc-42af-9ec3-a863ad788d94,female,,안녕 없어에서 특별한 감정 키워드 추출 불가,2025-06-25 1:43:53
bb56abf6-58bc-42af-9ec3-a863ad788d94,female,만족,챗봇 잘 만들었다 화이팅!1에서 만족이 관찰됨,2025-06-25 1:44:19
bb56abf6-58bc-42af-9ec3-a863ad788d94,female,호기심,없어 근데 이거 어떻게 나가??에서 호기심이 드러남,2025-06-25 1:44:45
a787df61-9086-483c-891b-6ef99fb8b584,male,피로,회산데 집가고싶어에서 피로가 보임,2025-06-25 1:29:19
a787df61-9086-483c-891b-6ef99fb8b584,male,불만,공감말고 해결에서 불만이 관찰됨,2025-06-25 1:29:36
a787df61-9086-483c-891b-6ef99fb8b584,male,,9시간남았는데에서 특별한 감정 키워드 추출 불가,2025-06-25 1:29:57
a787df61-9086-483c-891b-6ef99fb8b584,male,,무슨 핑계 댈지 자세히 적어봐에서 특별한 감정 키워드 추출 불가,2025-06-25 1:30:28
db7e062a-18d2-4e4c-8a67-81beea4f20a7,male,친절,ㅎㅇ에서 친절함이 보임,2025-06-25 1:41:32
db7e062a-18d2-4e4c-8a67-81beea4f20a7,male,,뭐함에서 특별한 감정 키워드 추출 불가,2025-06-25 1:41:49
db7e062a-18d2-4e4c-8a67-81beea4f20a7,male,혼란,너랑 수다떤 적 없는데?에서 혼란이 관찰됨,2025-06-25 1:42:02
db7e062a-18d2-4e4c-8a67-81beea4f20a7,male,피로,졸려 피곤해에서 피로가 명확히 드러남,2025-06-25 1:42:15
db7e062a-18d2-4e4c-8a67-81beea4f20a7,male,무관심,ㅈㅈ 그만두자에서 무관심이 보임,2025-06-25 1:42:37
db7e062a-18d2-4e4c-8a67-81beea4f20a7,male,,너가 쉬라 했다 난 몰라 이제 담배피러간다에서 특별한 감정 키워드 추출 불가,2025-06-25 1:42:53
4a1dfd27-5a35-401a-b807-c57f0c5c7688,male,친절,안녕?에서 친절함이 보임,2025-06-25 1:07:03
4a1dfd27-5a35-401a-b807-c57f0c5c7688,male,,집에 가는 상상에서 특별한 감정 키워드 추출 불가,2025-06-25 1:07:51
4a1dfd27-5a35-401a-b807-c57f0c5c7688,male,,대략 19시?에서 특별한 감정 키워드 추출 불가,2025-06-25 1:08:32
4a1dfd27-5a35-401a-b807-c57f0c5c7688,male,,지금 몇신데?에서 특별한 감정 키워드 추출 불가,2025-06-25 1:08:42
4a1
